"FIPS" "geoid" "Stabr" "County_Name" "Rural_Urban_Continuum_Code_2013" "Urban_Influence_2013" "Metro_Nonmetro_2013" "Metro_Micro_Noncore_2013" "year" "oilwithdraw" "gaswithdraw" "oil_change_group" "gas_change_group" "oil_gas_change_group"
"860" 20011 20011 "KS" "Bourbon County" 6 4 0 0 "2000" 40208 4832 "Status Quo" "Status Quo" "Status Quo"
"861" 20013 20013 "KS" "Brown County" 6 6 0 0 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"862" 20015 20015 "KS" "Butler County" 2 2 1 2 "2000" 1277899 0 "Status Quo" "Status Quo" "Status Quo"
"863" 20017 20017 "KS" "Chase County" 9 10 0 0 "2000" 39912 288281 "Status Quo" "Status Quo" "Status Quo"
"864" 20019 20019 "KS" "Chautauqua County" 8 7 0 0 "2000" 238409 695686 "Status Quo" "Status Quo" "Status Quo"
"865" 20021 20021 "KS" "Cherokee County" 6 6 0 0 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"866" 20023 20023 "KS" "Cheyenne County" 9 12 0 0 "2000" 75936 391159 "Status Quo" "H_Growth" "H_Growth"
"867" 20025 20025 "KS" "Clark County" 9 10 0 0 "2000" 125679 3343851 "Status Quo" "Status Quo" "Status Quo"
"868" 20027 20027 "KS" "Clay County" 6 6 0 0 "2000" 2500 0 "Status Quo" "Status Quo" "Status Quo"
"869" 20029 20029 "KS" "Cloud County" 7 9 0 0 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"870" 20031 20031 "KS" "Coffey County" 6 6 0 0 "2000" 137456 0 "Status Quo" "Status Quo" "Status Quo"
"871" 20033 20033 "KS" "Comanche County" 9 12 0 0 "2000" 326812 9896846 "Status Quo" "H_Decline" "H_Decline"
"872" 20035 20035 "KS" "Cowley County" 4 5 0 1 "2000" 470553 59801 "Status Quo" "Status Quo" "Status Quo"
"873" 20037 20037 "KS" "Crawford County" 4 5 0 1 "2000" 18253 0 "Status Quo" "Status Quo" "Status Quo"
"874" 20039 20039 "KS" "Decatur County" 9 12 0 0 "2000" 130423 0 "Status Quo" "Status Quo" "Status Quo"
"875" 20041 20041 "KS" "Dickinson County" 7 9 0 0 "2000" 14501 0 "Status Quo" "Status Quo" "Status Quo"
"876" 20043 20043 "KS" "Doniphan County" 3 2 1 2 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"877" 20045 20045 "KS" "Douglas County" 3 2 1 2 "2000" 36632 0 "Status Quo" "Status Quo" "Status Quo"
"878" 20047 20047 "KS" "Edwards County" 9 10 0 0 "2000" 203564 2337765 "Status Quo" "Status Quo" "Status Quo"
"879" 20049 20049 "KS" "Elk County" 8 7 0 0 "2000" 76333 163870 "Status Quo" "Status Quo" "Status Quo"
"880" 20051 20051 "KS" "Ellis County" 5 8 0 1 "2000" 2761998 3935 "H_Growth" "Status Quo" "H_Growth"
"881" 20053 20053 "KS" "Ellsworth County" 7 9 0 0 "2000" 325931 87411 "Status Quo" "Status Quo" "Status Quo"
"882" 20055 20055 "KS" "Finney County" 5 8 0 1 "2000" 2427038 41635762 "H_Decline" "H_Decline" "H_Decline"
"883" 20057 20057 "KS" "Ford County" 5 8 0 1 "2000" 75802 463088 "H_Growth" "Status Quo" "H_Growth"
"884" 20059 20059 "KS" "Franklin County" 6 3 0 1 "2000" 97066 5320 "Status Quo" "Status Quo" "Status Quo"
"885" 20061 20061 "KS" "Geary County" 4 5 0 1 "2000" 1376 0 "Status Quo" "Status Quo" "Status Quo"
"886" 20063 20063 "KS" "Gove County" 9 12 0 0 "2000" 451447 0 "H_Growth" "Status Quo" "H_Growth"
"887" 20065 20065 "KS" "Graham County" 9 12 0 0 "2000" 922742 0 "H_Growth" "Status Quo" "H_Growth"
"888" 20067 20067 "KS" "Grant County" 7 9 0 0 "2000" 304161 77263890 "Status Quo" "H_Decline" "H_Decline"
"889" 20069 20069 "KS" "Gray County" 9 10 0 0 "2000" 101539 97513 "Status Quo" "Status Quo" "Status Quo"
"890" 20071 20071 "KS" "Greeley County" 9 12 0 0 "2000" 184831 4969652 "Status Quo" "Status Quo" "Status Quo"
"891" 20073 20073 "KS" "Greenwood County" 6 6 0 0 "2000" 596150 1476 "Status Quo" "Status Quo" "Status Quo"
"892" 20075 20075 "KS" "Hamilton County" 9 10 0 0 "2000" 334 13109060 "Status Quo" "H_Decline" "H_Decline"
"893" 20077 20077 "KS" "Harper County" 8 7 0 0 "2000" 306196 3955949 "Status Quo" "Status Quo" "Status Quo"
"894" 20079 20079 "KS" "Harvey County" 2 2 1 2 "2000" 134502 265328 "Status Quo" "Status Quo" "Status Quo"
"895" 20081 20081 "KS" "Haskell County" 9 10 0 0 "2000" 2397757 44418824 "H_Decline" "H_Decline" "H_Decline"
"896" 20083 20083 "KS" "Hodgeman County" 9 10 0 0 "2000" 398401 37098 "Status Quo" "Status Quo" "Status Quo"
"897" 20085 20085 "KS" "Jackson County" 3 2 1 2 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"898" 20087 20087 "KS" "Jefferson County" 3 2 1 2 "2000" 21547 0 "Status Quo" "Status Quo" "Status Quo"
"899" 20089 20089 "KS" "Jewell County" 9 12 0 0 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"900" 20091 20091 "KS" "Johnson County" 1 1 1 2 "2000" 168286 217046 "Status Quo" "Status Quo" "Status Quo"
"901" 20093 20093 "KS" "Kearny County" 9 8 0 1 "2000" 337118 65609222 "Status Quo" "H_Decline" "H_Decline"
"902" 20095 20095 "KS" "Kingman County" 2 2 1 2 "2000" 466910 7359218 "Status Quo" "Status Quo" "Status Quo"
"903" 20097 20097 "KS" "Kiowa County" 9 10 0 0 "2000" 334064 5601834 "Status Quo" "Status Quo" "Status Quo"
"904" 20099 20099 "KS" "Labette County" 7 8 0 1 "2000" 10867 101765 "Status Quo" "H_Growth" "H_Growth"
"905" 20101 20101 "KS" "Lane County" 9 12 0 0 "2000" 546922 0 "H_Growth" "Status Quo" "H_Growth"
"906" 20103 20103 "KS" "Leavenworth County" 1 1 1 2 "2000" 81564 124877 "Status Quo" "Status Quo" "Status Quo"
"907" 20105 20105 "KS" "Lincoln County" 9 10 0 0 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"908" 20107 20107 "KS" "Linn County" 1 1 1 2 "2000" 71304 14834 "Status Quo" "Status Quo" "Status Quo"
"909" 20109 20109 "KS" "Logan County" 9 12 0 0 "2000" 254805 0 "H_Growth" "Status Quo" "H_Growth"
"910" 20111 20111 "KS" "Lyon County" 4 5 0 1 "2000" 19656 0 "Status Quo" "Status Quo" "Status Quo"
"911" 20113 20113 "KS" "McPherson County" 7 8 0 1 "2000" 455463 189537 "Status Quo" "Status Quo" "Status Quo"
"912" 20115 20115 "KS" "Marion County" 6 6 0 0 "2000" 154741 593867 "Status Quo" "Status Quo" "Status Quo"
"913" 20117 20117 "KS" "Marshall County" 6 6 0 0 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"914" 20119 20119 "KS" "Meade County" 9 10 0 0 "2000" 194388 6169935 "Status Quo" "Status Quo" "Status Quo"
"915" 20121 20121 "KS" "Miami County" 1 1 1 2 "2000" 137335 83959 "Status Quo" "Status Quo" "Status Quo"
"916" 20123 20123 "KS" "Mitchell County" 7 11 0 0 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"917" 20125 20125 "KS" "Montgomery County" 5 8 0 1 "2000" 99025 1184101 "Status Quo" "H_Growth" "H_Growth"
"918" 20127 20127 "KS" "Morris County" 8 6 0 0 "2000" 102751 0 "Status Quo" "Status Quo" "Status Quo"
"919" 20129 20129 "KS" "Morton County" 9 12 0 0 "2000" 512880 43168233 "Status Quo" "H_Decline" "H_Decline"
"920" 20131 20131 "KS" "Nemaha County" 6 6 0 0 "2000" 58470 0 "Status Quo" "Status Quo" "Status Quo"
"921" 20133 20133 "KS" "Neosho County" 7 9 0 0 "2000" 48025 151271 "Status Quo" "H_Growth" "H_Growth"
"922" 20135 20135 "KS" "Ness County" 9 12 0 0 "2000" 1473415 0 "H_Growth" "Status Quo" "H_Growth"
"923" 20137 20137 "KS" "Norton County" 7 11 0 0 "2000" 100883 0 "Status Quo" "Status Quo" "Status Quo"
"924" 20139 20139 "KS" "Osage County" 3 2 1 2 "2000" 642 0 "Status Quo" "Status Quo" "Status Quo"
"925" 20141 20141 "KS" "Osborne County" 9 12 0 0 "2000" 142062 0 "Status Quo" "Status Quo" "Status Quo"
"926" 20143 20143 "KS" "Ottawa County" 9 8 0 1 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"927" 20145 20145 "KS" "Pawnee County" 7 9 0 0 "2000" 142944 1235647 "Status Quo" "Status Quo" "Status Quo"
"928" 20147 20147 "KS" "Phillips County" 7 11 0 0 "2000" 456639 0 "Status Quo" "Status Quo" "Status Quo"
"929" 20149 20149 "KS" "Pottawatomie County" 3 2 1 2 "2000" 3174 0 "Status Quo" "Status Quo" "Status Quo"
"930" 20151 20151 "KS" "Pratt County" 7 11 0 0 "2000" 397346 1620755 "Status Quo" "Status Quo" "Status Quo"
"931" 20153 20153 "KS" "Rawlins County" 9 12 0 0 "2000" 175117 0 "Status Quo" "Status Quo" "Status Quo"
"932" 20155 20155 "KS" "Reno County" 4 5 0 1 "2000" 555692 1362340 "Status Quo" "Status Quo" "Status Quo"
"933" 20157 20157 "KS" "Republic County" 9 12 0 0 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"934" 20159 20159 "KS" "Rice County" 7 9 0 0 "2000" 780538 560177 "Status Quo" "Status Quo" "Status Quo"
"935" 20161 20161 "KS" "Riley County" 3 2 1 2 "2000" 26629 0 "Status Quo" "Status Quo" "Status Quo"
"936" 20163 20163 "KS" "Rooks County" 9 10 0 0 "2000" 1632813 0 "H_Growth" "Status Quo" "H_Growth"
"937" 20165 20165 "KS" "Rush County" 9 10 0 0 "2000" 221014 300572 "H_Growth" "Status Quo" "H_Growth"
"938" 20167 20167 "KS" "Russell County" 7 9 0 0 "2000" 1989818 0 "Status Quo" "Status Quo" "Status Quo"
"939" 20169 20169 "KS" "Saline County" 5 8 0 1 "2000" 71693 0 "Status Quo" "Status Quo" "Status Quo"
"940" 20171 20171 "KS" "Scott County" 7 9 0 0 "2000" 361349 317998 "Status Quo" "Status Quo" "H_Growth"
"941" 20173 20173 "KS" "Sedgwick County" 2 2 1 2 "2000" 156542 19871 "Status Quo" "Status Quo" "Status Quo"
"942" 20175 20175 "KS" "Seward County" 5 8 0 1 "2000" 739965 31836473 "H_Decline" "H_Decline" "H_Decline"
"943" 20177 20177 "KS" "Shawnee County" 3 2 1 2 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"944" 20179 20179 "KS" "Sheridan County" 9 12 0 0 "2000" 135095 0 "Status Quo" "Status Quo" "Status Quo"
"945" 20181 20181 "KS" "Sherman County" 7 11 0 0 "2000" 4431 289978 "Status Quo" "Status Quo" "Status Quo"
"946" 20183 20183 "KS" "Smith County" 9 12 0 0 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"947" 20185 20185 "KS" "Stafford County" 9 10 0 0 "2000" 1168549 1060411 "Status Quo" "Status Quo" "Status Quo"
"948" 20187 20187 "KS" "Stanton County" 9 12 0 0 "2000" 361505 24972105 "Status Quo" "H_Decline" "H_Decline"
"949" 20189 20189 "KS" "Stevens County" 7 9 0 0 "2000" 659761 122221338 "Status Quo" "H_Decline" "H_Decline"
"950" 20191 20191 "KS" "Sumner County" 2 2 1 2 "2000" 509851 711635 "Status Quo" "Status Quo" "Status Quo"
"951" 20193 20193 "KS" "Thomas County" 7 11 0 0 "2000" 184905 0 "Status Quo" "Status Quo" "Status Quo"
"952" 20195 20195 "KS" "Trego County" 9 10 0 0 "2000" 463143 0 "Status Quo" "Status Quo" "Status Quo"
"953" 20197 20197 "KS" "Wabaunsee County" 3 2 1 2 "2000" 60412 0 "Status Quo" "Status Quo" "Status Quo"
"954" 20199 20199 "KS" "Wallace County" 9 12 0 0 "2000" 251161 140639 "Status Quo" "Status Quo" "Status Quo"
"955" 20201 20201 "KS" "Washington County" 9 12 0 0 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"956" 20203 20203 "KS" "Wichita County" 9 12 0 0 "2000" 64278 104365 "Status Quo" "Status Quo" "Status Quo"
"957" 20205 20205 "KS" "Wilson County" 7 10 0 0 "2000" 112425 635502 "Status Quo" "H_Growth" "H_Growth"
"958" 20207 20207 "KS" "Woodson County" 9 12 0 0 "2000" 493232 43181 "Status Quo" "Status Quo" "Status Quo"
"959" 20209 20209 "KS" "Wyandotte County" 1 1 1 2 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"960" 21001 21001 "KY" "Adair County" 7 9 0 0 "2000" 22412 28025 "Status Quo" "Status Quo" "Status Quo"
"961" 21003 21003 "KY" "Allen County" 3 2 1 2 "2000" 968 0 "Status Quo" "Status Quo" "Status Quo"
"962" 21005 21005 "KY" "Anderson County" 6 3 0 1 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"963" 21007 21007 "KY" "Ballard County" 9 8 0 1 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"964" 21009 21009 "KY" "Barren County" 6 5 0 1 "2000" 13052 644 "Status Quo" "Status Quo" "Status Quo"
"965" 21011 21011 "KY" "Bath County" 8 5 0 1 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"966" 21013 21013 "KY" "Bell County" 7 8 0 1 "2000" 303 637767 "Status Quo" "Status Quo" "Status Quo"
"967" 21015 21015 "KY" "Boone County" 1 1 1 2 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"968" 21017 21017 "KY" "Bourbon County" 2 2 1 2 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"969" 21019 21019 "KY" "Boyd County" 2 2 1 2 "2000" 1259 127775 "Status Quo" "Status Quo" "Status Quo"
"970" 21021 21021 "KY" "Boyle County" 7 8 0 1 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"971" 21023 21023 "KY" "Bracken County" 1 1 1 2 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"972" 21025 21025 "KY" "Breathitt County" 7 12 0 0 "2000" 2029 541258 "Status Quo" "Status Quo" "Status Quo"
"973" 21027 21027 "KY" "Breckinridge County" 8 7 0 0 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"974" 21029 21029 "KY" "Bullitt County" 1 1 1 2 "2000" 28 0 "Status Quo" "Status Quo" "Status Quo"
"975" 21031 21031 "KY" "Butler County" 3 2 1 2 "2000" 3923 6967 "Status Quo" "Status Quo" "Status Quo"
"976" 21033 21033 "KY" "Caldwell County" 7 9 0 0 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"977" 21035 21035 "KY" "Calloway County" 7 8 0 1 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"978" 21037 21037 "KY" "Campbell County" 1 1 1 2 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"979" 21039 21039 "KY" "Carlisle County" 9 10 0 0 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"980" 21041 21041 "KY" "Carroll County" 6 4 0 0 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"981" 21043 21043 "KY" "Carter County" 6 6 0 0 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"982" 21045 21045 "KY" "Casey County" 9 10 0 0 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"983" 21047 21047 "KY" "Christian County" 2 2 1 2 "2000" 21212 21245 "Status Quo" "Status Quo" "Status Quo"
"984" 21049 21049 "KY" "Clark County" 2 2 1 2 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"985" 21051 21051 "KY" "Clay County" 7 10 0 0 "2000" 6740 1999427 "Status Quo" "Status Quo" "Status Quo"
"986" 21053 21053 "KY" "Clinton County" 9 12 0 0 "2000" 48238 0 "Status Quo" "Status Quo" "Status Quo"
"987" 21055 21055 "KY" "Crittenden County" 7 9 0 0 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"988" 21057 21057 "KY" "Cumberland County" 9 10 0 0 "2000" 19131 2162 "Status Quo" "Status Quo" "Status Quo"
"989" 21059 21059 "KY" "Daviess County" 3 2 1 2 "2000" 75621 0 "Status Quo" "Status Quo" "Status Quo"
"990" 21061 21061 "KY" "Edmonson County" 3 2 1 2 "2000" 26667 60966 "Status Quo" "Status Quo" "Status Quo"
"991" 21063 21063 "KY" "Elliott County" 9 12 0 0 "2000" 11182 248746 "Status Quo" "Status Quo" "Status Quo"
"992" 21065 21065 "KY" "Estill County" 6 6 0 0 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"993" 21067 21067 "KY" "Fayette County" 2 2 1 2 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"994" 21069 21069 "KY" "Fleming County" 7 9 0 0 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"995" 21071 21071 "KY" "Floyd County" 7 11 0 0 "2000" 4185 9930631 "Status Quo" "Status Quo" "Status Quo"
"996" 21073 21073 "KY" "Franklin County" 4 3 0 1 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"997" 21075 21075 "KY" "Fulton County" 9 8 0 1 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"998" 21077 21077 "KY" "Gallatin County" 1 1 1 2 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"999" 21079 21079 "KY" "Garrard County" 6 6 0 0 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"1000" 21081 21081 "KY" "Grant County" 1 1 1 2 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"1001" 21083 21083 "KY" "Graves County" 7 8 0 1 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"1002" 21085 21085 "KY" "Grayson County" 6 6 0 0 "2000" 54 130055 "Status Quo" "Status Quo" "Status Quo"
"1003" 21087 21087 "KY" "Green County" 8 7 0 0 "2000" 742 0 "Status Quo" "Status Quo" "Status Quo"
"1004" 21089 21089 "KY" "Greenup County" 2 2 1 2 "2000" 8991 50842 "Status Quo" "Status Quo" "Status Quo"
"1005" 21091 21091 "KY" "Hancock County" 3 2 1 2 "2000" 1245 0 "Status Quo" "Status Quo" "Status Quo"
"1006" 21093 21093 "KY" "Hardin County" 3 2 1 2 "2000" 0 10784 "Status Quo" "Status Quo" "Status Quo"
"1007" 21095 21095 "KY" "Harlan County" 7 10 0 0 "2000" 1792 9595 "Status Quo" "Status Quo" "Status Quo"
"1008" 21097 21097 "KY" "Harrison County" 6 4 0 0 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"1009" 21099 21099 "KY" "Hart County" 8 7 0 0 "2000" 10229 632 "Status Quo" "Status Quo" "Status Quo"
"1010" 21101 21101 "KY" "Henderson County" 2 2 1 2 "2000" 281114 0 "Status Quo" "Status Quo" "Status Quo"
"1011" 21103 21103 "KY" "Henry County" 1 1 1 2 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"1012" 21105 21105 "KY" "Hickman County" 9 10 0 0 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"1013" 21107 21107 "KY" "Hopkins County" 5 8 0 1 "2000" 89666 115245 "Status Quo" "Status Quo" "Status Quo"
"1014" 21109 21109 "KY" "Jackson County" 9 10 0 0 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"1015" 21111 21111 "KY" "Jefferson County" 1 1 1 2 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"1016" 21113 21113 "KY" "Jessamine County" 2 2 1 2 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"1017" 21115 21115 "KY" "Johnson County" 7 11 0 0 "2000" 11424 1104752 "Status Quo" "Status Quo" "Status Quo"
"1018" 21117 21117 "KY" "Kenton County" 1 1 1 2 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"1019" 21119 21119 "KY" "Knott County" 9 12 0 0 "2000" 30044 9868193 "Status Quo" "H_Growth" "H_Growth"
"1020" 21121 21121 "KY" "Knox County" 7 8 0 1 "2000" 531 1801492 "Status Quo" "Status Quo" "Status Quo"
"1021" 21123 21123 "KY" "Larue County" 3 2 1 2 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"1022" 21125 21125 "KY" "Laurel County" 5 8 0 1 "2000" 293 14265 "Status Quo" "Status Quo" "Status Quo"
"1023" 21127 21127 "KY" "Lawrence County" 6 7 0 0 "2000" 110758 946529 "Status Quo" "Status Quo" "Status Quo"
"1024" 21129 21129 "KY" "Lee County" 9 12 0 0 "2000" 117983 0 "Status Quo" "Status Quo" "Status Quo"
"1025" 21131 21131 "KY" "Leslie County" 9 10 0 0 "2000" 223414 1937638 "Status Quo" "Status Quo" "Status Quo"
"1026" 21133 21133 "KY" "Letcher County" 9 10 0 0 "2000" 52091 2614689 "Status Quo" "H_Growth" "H_Growth"
"1027" 21135 21135 "KY" "Lewis County" 8 7 0 0 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"1028" 21137 21137 "KY" "Lincoln County" 7 8 0 1 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"1029" 21139 21139 "KY" "Livingston County" 9 8 0 1 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"1030" 21141 21141 "KY" "Logan County" 6 6 0 0 "2000" 426 0 "Status Quo" "Status Quo" "Status Quo"
"1031" 21143 21143 "KY" "Lyon County" 9 9 0 0 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"1032" 21145 21145 "KY" "McCracken County" 5 8 0 1 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"1033" 21147 21147 "KY" "McCreary County" 9 10 0 0 "2000" 4174 230805 "Status Quo" "Status Quo" "Status Quo"
"1034" 21149 21149 "KY" "McLean County" 3 2 1 2 "2000" 44047 0 "Status Quo" "Status Quo" "Status Quo"
"1035" 21151 21151 "KY" "Madison County" 4 5 0 1 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"1036" 21153 21153 "KY" "Magoffin County" 9 12 0 0 "2000" 38904 611102 "Status Quo" "Status Quo" "Status Quo"
"1037" 21155 21155 "KY" "Marion County" 7 9 0 0 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"1038" 21157 21157 "KY" "Marshall County" 7 9 0 0 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"1039" 21159 21159 "KY" "Martin County" 9 12 0 0 "2000" 9271 6169739 "Status Quo" "Status Quo" "Status Quo"
"1040" 21161 21161 "KY" "Mason County" 6 3 0 1 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"1041" 21163 21163 "KY" "Meade County" 3 2 1 2 "2000" 0 366075 "Status Quo" "Status Quo" "Status Quo"
"1042" 21165 21165 "KY" "Menifee County" 9 8 0 1 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"1043" 21167 21167 "KY" "Mercer County" 6 6 0 0 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"1044" 21169 21169 "KY" "Metcalfe County" 9 8 0 1 "2000" 1136 0 "Status Quo" "Status Quo" "Status Quo"
"1045" 21171 21171 "KY" "Monroe County" 8 7 0 0 "2000" 1877 0 "Status Quo" "Status Quo" "Status Quo"
"1046" 21173 21173 "KY" "Montgomery County" 6 5 0 1 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"1047" 21175 21175 "KY" "Morgan County" 9 11 0 0 "2000" 3695 67378 "Status Quo" "Status Quo" "Status Quo"
"1048" 21177 21177 "KY" "Muhlenberg County" 6 6 0 0 "2000" 257546 30013 "Status Quo" "Status Quo" "Status Quo"
"1049" 21179 21179 "KY" "Nelson County" 6 3 0 1 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"1050" 21181 21181 "KY" "Nicholas County" 8 7 0 0 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"1051" 21183 21183 "KY" "Ohio County" 6 6 0 0 "2000" 52426 0 "Status Quo" "Status Quo" "Status Quo"
"1052" 21185 21185 "KY" "Oldham County" 1 1 1 2 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"1053" 21187 21187 "KY" "Owen County" 8 4 0 0 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"1054" 21189 21189 "KY" "Owsley County" 9 12 0 0 "2000" 0 31586 "Status Quo" "Status Quo" "Status Quo"
"1055" 21191 21191 "KY" "Pendleton County" 1 1 1 2 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"1056" 21193 21193 "KY" "Perry County" 7 11 0 0 "2000" 86488 4185747 "Status Quo" "H_Growth" "H_Growth"
"1057" 21195 21195 "KY" "Pike County" 7 11 0 0 "2000" 17481 30884240 "Status Quo" "H_Growth" "H_Growth"
"1058" 21197 21197 "KY" "Powell County" 6 6 0 0 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"1059" 21199 21199 "KY" "Pulaski County" 5 8 0 1 "2000" 2648 14409 "Status Quo" "Status Quo" "Status Quo"
"1060" 21201 21201 "KY" "Robertson County" 8 4 0 0 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"1061" 21203 21203 "KY" "Rockcastle County" 7 8 0 1 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"1062" 21205 21205 "KY" "Rowan County" 7 9 0 0 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"1063" 21207 21207 "KY" "Russell County" 9 10 0 0 "2000" 2560 0 "Status Quo" "Status Quo" "Status Quo"
"1064" 21209 21209 "KY" "Scott County" 2 2 1 2 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"1065" 21211 21211 "KY" "Shelby County" 1 1 1 2 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"1066" 21213 21213 "KY" "Simpson County" 6 4 0 0 "2000" 275 0 "Status Quo" "Status Quo" "Status Quo"
"1067" 21215 21215 "KY" "Spencer County" 1 1 1 2 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"1068" 21217 21217 "KY" "Taylor County" 7 8 0 1 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"1069" 21219 21219 "KY" "Todd County" 8 7 0 0 "2000" 1394 0 "Status Quo" "Status Quo" "Status Quo"
"1070" 21221 21221 "KY" "Trigg County" 2 2 1 2 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"1071" 21223 21223 "KY" "Trimble County" 1 1 1 2 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"1072" 21225 21225 "KY" "Union County" 6 6 0 0 "2000" 829880 0 "H_Decline" "Status Quo" "H_Decline"
"1073" 21227 21227 "KY" "Warren County" 3 2 1 2 "2000" 40424 0 "Status Quo" "Status Quo" "Status Quo"
"1074" 21229 21229 "KY" "Washington County" 9 9 0 0 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"1075" 21231 21231 "KY" "Wayne County" 7 9 0 0 "2000" 3763 0 "Status Quo" "Status Quo" "Status Quo"
"1076" 21233 21233 "KY" "Webster County" 8 6 0 0 "2000" 92031 0 "Status Quo" "Status Quo" "Status Quo"
"1077" 21235 21235 "KY" "Whitley County" 7 8 0 1 "2000" 4599 2366638 "Status Quo" "Status Quo" "Status Quo"
"1078" 21237 21237 "KY" "Wolfe County" 9 12 0 0 "2000" 82694 2113 "Status Quo" "Status Quo" "Status Quo"
"1079" 21239 21239 "KY" "Woodford County" 2 2 1 2 "2000" 0 0 "Status Quo" "Status Quo" "Status Quo"
"1080" 22001 22001 "LA" "Acadia Parish" 2 2 1 2 "2000" 1996053 9955882 "H_Decline" "Status Quo" "H_Decline"
