FIPS,geoid,Stabr,County_Name,Rural_Urban_Continuum_Code_2013,Urban_Influence_2013,Metro_Nonmetro_2013,Metro_Micro_Noncore_2013,oil2000,oil2001,oil2002,oil2003,oil2004,oil2005,oil2006,oil2007,oil2008,oil2009,oil2010,oil2011,gas2000,gas2001,gas2002,gas2003,gas2004,gas2005,gas2006,gas2007,gas2008,gas2009,gas2010,gas2011,oil_change_group,gas_change_group,oil_gas_change_group
13291,13291,GA,Union County,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
13293,13293,GA,Upson County,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
13295,13295,GA,Walker County,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
13297,13297,GA,Walton County,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
13299,13299,GA,Ware County,5,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
13301,13301,GA,Warren County,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
13303,13303,GA,Washington County,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
13305,13305,GA,Wayne County,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
13307,13307,GA,Webster County,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
13309,13309,GA,Wheeler County,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
13311,13311,GA,White County,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
13313,13313,GA,Whitfield County,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
13315,13315,GA,Wilcox County,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
13317,13317,GA,Wilkes County,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
13319,13319,GA,Wilkinson County,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
13321,13321,GA,Worth County,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16001,16001,ID,Ada County,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16003,16003,ID,Adams County,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16005,16005,ID,Bannock County,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16007,16007,ID,Bear Lake County,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16009,16009,ID,Benewah County,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16011,16011,ID,Bingham County,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16013,16013,ID,Blaine County,7,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16015,16015,ID,Boise County,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16017,16017,ID,Bonner County,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16019,16019,ID,Bonneville County,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16021,16021,ID,Boundary County,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16023,16023,ID,Butte County,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16025,16025,ID,Camas County,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16027,16027,ID,Canyon County,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16029,16029,ID,Caribou County,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16031,16031,ID,Cassia County,7,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16033,16033,ID,Clark County,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16035,16035,ID,Clearwater County,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16037,16037,ID,Custer County,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16039,16039,ID,Elmore County,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16041,16041,ID,Franklin County,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16043,16043,ID,Fremont County,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16045,16045,ID,Gem County,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16047,16047,ID,Gooding County,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16049,16049,ID,Idaho County,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16051,16051,ID,Jefferson County,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16053,16053,ID,Jerome County,7,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16055,16055,ID,Kootenai County,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16057,16057,ID,Latah County,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16059,16059,ID,Lemhi County,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16061,16061,ID,Lewis County,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16063,16063,ID,Lincoln County,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16065,16065,ID,Madison County,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16067,16067,ID,Minidoka County,7,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16069,16069,ID,Nez Perce County,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16071,16071,ID,Oneida County,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16073,16073,ID,Owyhee County,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16075,16075,ID,Payette County,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16077,16077,ID,Power County,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16079,16079,ID,Shoshone County,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16081,16081,ID,Teton County,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16083,16083,ID,Twin Falls County,5,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16085,16085,ID,Valley County,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
16087,16087,ID,Washington County,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17001,17001,IL,Adams County,5,8,0,1,587,0,177,622,301,496,155,309,1141,1992,5349,2382,8745,8560,8329,8051,7866,7681,7866,64503,55203,66771,78755,98143,Status Quo,Status Quo,Status Quo
17003,17003,IL,Alexander County,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17005,17005,IL,Bond County,1,1,1,2,35972,34186,36078,38489,36620,30844,34455,32367,31966,30000,25053,22878,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17007,17007,IL,Boone County,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17009,17009,IL,Brown County,7,10,0,0,24204,19926,26678,25336,31114,34158,38034,29687,35469,27856,23266,25238,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17011,17011,IL,Bureau County,7,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17013,17013,IL,Calhoun County,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17015,17015,IL,Carroll County,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17017,17017,IL,Cass County,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17019,17019,IL,Champaign County,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17021,17021,IL,Christian County,6,5,0,1,132802,140674,149075,157036,123849,99015,120776,125090,115725,118036,109895,106529,5817,5694,5540,5355,5232,5109,5232,42905,36719,44413,52385,65281,Status Quo,Status Quo,Status Quo
17023,17023,IL,Clark County,6,6,0,0,231187,218989,224840,237039,227286,186283,220847,222787,266297,257553,251034,243562,5792,5669,5516,5332,5209,5087,5209,42717,36558,44219,52155,64995,Status Quo,Status Quo,Status Quo
17025,17025,IL,Clay County,7,9,0,0,699625,686879,695723,768374,788598,719835,730952,699302,653023,582872,537709,531458,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17027,17027,IL,Clinton County,1,1,1,2,153608,131001,121188,143544,138600,124833,152451,158113,154095,147567,149531,146736,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17029,17029,IL,Coles County,5,8,0,1,52289,51195,48074,48976,45043,44220,43615,44556,42892,43184,38602,39332,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17031,17031,IL,Cook County,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17033,17033,IL,Crawford County,7,9,0,0,908884,1053472,1038724,1008344,901003,927504,953562,1004711,971482,951168,938804,952751,2879,2818,2742,2651,2590,2529,2590,21238,18175,21984,25930,32313,Status Quo,Status Quo,Status Quo
17035,17035,IL,Cumberland County,9,8,0,1,10573,9936,9667,8902,8022,7402,6503,5714,43963,40681,34532,23212,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17037,17037,IL,DeKalb County,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17039,17039,IL,De Witt County,3,2,1,2,27363,28470,28381,27173,28762,27328,24946,20915,21838,22497,18266,22350,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17041,17041,IL,Douglas County,6,6,0,0,454,685,807,418,692,467,319,560,638,409,247,678,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17043,17043,IL,DuPage County,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17045,17045,IL,Edgar County,6,6,0,0,78925,82673,82152,73131,67319,65349,74418,70786,68340,62859,58998,57170,11631,11384,11077,10708,10461,10215,10461,85783,73414,88799,104737,130521,Status Quo,Status Quo,Status Quo
17047,17047,IL,Edwards County,9,12,0,0,564602,535069,474135,473531,195598,446351,425698,322260,338124,298204,302900,305841,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17049,17049,IL,Effingham County,7,8,0,1,125557,112755,116363,119611,137918,121146,153555,139460,118567,119262,129447,130947,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17051,17051,IL,Fayette County,6,4,0,0,609489,253475,575144,715916,715192,665156,647162,635579,603407,584140,617165,676442,2887,2826,2750,2658,2597,2536,2597,21293,18223,22042,25998,32398,Status Quo,Status Quo,Status Quo
17053,17053,IL,Ford County,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17055,17055,IL,Franklin County,4,6,0,0,438320,482983,438433,371039,363024,363904,326898,330839,351071,371134,366531,315578,59689,58426,56847,54952,53689,52425,53689,440247,376768,455722,537518,669844,Status Quo,Status Quo,Status Quo
17057,17057,IL,Fulton County,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17059,17059,IL,Gallatin County,8,7,0,0,157282,164377,152261,138047,156640,217482,186315,165585,169112,195011,363158,256640,5666,5546,5396,5217,5097,4977,5097,41793,35767,43262,51027,63588,Status Quo,Status Quo,Status Quo
17061,17061,IL,Greene County,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17063,17063,IL,Grundy County,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17065,17065,IL,Hamilton County,7,9,0,0,400679,410669,323086,238161,215397,216432,240299,262631,218820,226669,198600,195943,11363,11123,10822,10462,10221,9981,10221,83813,71728,86759,102331,127523,Status Quo,Status Quo,Status Quo
17067,17067,IL,Hancock County,7,8,0,1,33,63,503,403,357,331,337,284,339,231,225,340,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17069,17069,IL,Hardin County,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17071,17071,IL,Henderson County,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17073,17073,IL,Henry County,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17075,17075,IL,Iroquois County,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17077,17077,IL,Jackson County,3,2,1,2,371,0,0,0,0,0,0,0,0,1743,3920,2482,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17079,17079,IL,Jasper County,7,9,0,0,265571,252337,254050,253642,222662,230543,238425,221741,215722,226720,229170,240240,14424,14119,13737,13279,12974,12669,12974,106385,91045,110125,129890,161867,Status Quo,Status Quo,Status Quo
17081,17081,IL,Jefferson County,7,8,0,1,278104,248256,255521,268104,278405,248692,260308,270680,260976,255012,296964,282513,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17083,17083,IL,Jersey County,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17085,17085,IL,Jo Daviess County,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17087,17087,IL,Johnson County,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17089,17089,IL,Kane County,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17091,17091,IL,Kankakee County,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17093,17093,IL,Kendall County,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17095,17095,IL,Knox County,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17097,17097,IL,Lake County,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17099,17099,IL,La Salle County,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17101,17101,IL,Lawrence County,7,9,0,0,1328295,1404433,1418572,1191724,1061312,898903,941608,805883,800146,760024,693049,725035,0,0,0,0,0,0,0,0,0,0,0,0,H_Decline,Status Quo,H_Decline
17103,17103,IL,Lee County,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17105,17105,IL,Livingston County,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17107,17107,IL,Logan County,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17109,17109,IL,McDonough County,5,8,0,1,65,125,1006,807,714,662,675,567,678,463,451,681,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17111,17111,IL,McHenry County,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17113,17113,IL,McLean County,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17115,17115,IL,Macon County,3,2,1,2,16687,19248,23367,25821,21647,12075,21456,21698,18021,16959,19417,197050,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17117,17117,IL,Macoupin County,1,1,1,2,7080,8131,8685,7703,5857,5127,6921,10356,10234,10068,9912,11306,2890,2829,2752,2660,2599,2538,2599,21314,18240,22063,26023,32429,Status Quo,Status Quo,Status Quo
17119,17119,IL,Madison County,1,1,1,2,110213,113484,110724,112147,103700,93100,104720,103378,89736,89274,79081,73789,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17121,17121,IL,Marion County,4,3,0,1,1123085,783135,1732932,2657671,1962129,1321343,1501124,1170724,1101768,1048654,1057183,1003762,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17123,17123,IL,Marshall County,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17125,17125,IL,Mason County,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17127,17127,IL,Massac County,7,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17129,17129,IL,Menard County,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17131,17131,IL,Mercer County,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17133,17133,IL,Monroe County,1,1,1,2,9899,11359,14952,13326,10868,4759,11553,10370,11018,7725,8182,6721,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17135,17135,IL,Montgomery County,6,4,0,0,2272,1823,1366,2087,3032,2340,4281,3671,2131,3559,3199,5435,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17137,17137,IL,Morgan County,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17139,17139,IL,Moultrie County,6,6,0,0,2775,3455,3974,6604,6040,1291,6821,7054,4987,5290,4899,11068,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17141,17141,IL,Ogle County,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17143,17143,IL,Peoria County,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17145,17145,IL,Perry County,6,6,0,0,6030,10715,11249,8332,7459,7727,6532,6482,8625,9854,8333,8586,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17147,17147,IL,Piatt County,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17149,17149,IL,Pike County,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5828,5704,5550,5365,5242,5118,5242,42982,36784,44493,52478,65398,Status Quo,Status Quo,Status Quo
17151,17151,IL,Pope County,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17153,17153,IL,Pulaski County,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17155,17155,IL,Putnam County,8,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17157,17157,IL,Randolph County,6,4,0,0,32665,12742,29122,28110,28298,20300,22930,21481,19025,17889,15499,12960,2843,2782,2707,2617,2557,2497,2557,20965,17942,21702,25598,31899,Status Quo,Status Quo,Status Quo
17159,17159,IL,Richland County,7,11,0,0,388582,355577,339925,335414,371205,356773,382539,356124,371559,337986,317676,334621,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17161,17161,IL,Rock Island County,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17163,17163,IL,St. Clair County,1,1,1,2,7872,5660,6191,6978,7711,4368,7404,11020,11145,9847,9679,10517,2852,2792,2716,2626,2565,2505,2565,21037,18004,21776,25685,32008,Status Quo,Status Quo,Status Quo
17165,17165,IL,Saline County,6,6,0,0,92106,82295,76880,72554,69764,70938,70129,55983,49311,49907,43028,39735,19846,19426,18901,18271,17851,17431,17851,146378,125272,151523,178720,222717,Status Quo,Status Quo,Status Quo
17167,17167,IL,Sangamon County,3,2,1,2,40663,31508,35521,34880,43155,42738,168646,65925,43187,35216,22374,26508,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17169,17169,IL,Schuyler County,7,9,0,0,5162,3477,2798,3565,1622,3707,4370,2435,2146,2780,2478,1991,8788,8602,8370,8091,7905,7719,7905,64820,55473,67098,79141,98624,Status Quo,Status Quo,Status Quo
17171,17171,IL,Scott County,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
17173,17173,IL,Shelby County,6,6,0,0,25456,22017,20568,17444,13920,15235,16891,16395,14743,16303,14528,16508,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
